support,itemsets
0.004936530324400564,frozenset({'Butter 2.0 Featuring Virgin Coconut Oil'})
0.005641748942172073,frozenset({'Butterhead Lettuce'})
0.005641748942172073,frozenset({'Canola Oil'})
0.009167842031029619,frozenset({'Caramel Cone Ice Cream'})
0.019746121297602257,frozenset({'Carrots'})
0.005641748942172073,frozenset({'Cheddar Bunnies Snack Crackers'})
0.006346967559943582,frozenset({'Cherry Pomegranate Greek Yogurt'})
0.004936530324400564,frozenset({'Chicken Pot Pie'})
0.007052186177715092,frozenset({'Chipotle Beef & Pork Realstick'})
0.006346967559943582,frozenset({'Chipotle Chicken Burrito'})
0.004936530324400564,frozenset({'Chocolate Peanut Butter'})
0.004936530324400564,frozenset({'Chocolate Peppermint Stick Bar'})
0.005641748942172073,frozenset({'Chubby Hubby Ice Cream'})
0.011283497884344146,frozenset({'Cinnamon Crunch'})
0.015514809590973202,frozenset({'Cinnamon Raisin Bread'})
0.007052186177715092,frozenset({'Cinnamon Raisin English Muffins'})
0.007757404795486601,frozenset({'Cinnamon Rolls with Icing'})
0.010578279266572637,frozenset({'Classic Air-Puffed Vanilla Flavored Marshmallows'})
0.031029619181946404,frozenset({'Clementines'})
0.004936530324400564,"frozenset({'Clementines, Bag'})"
0.004936530324400564,frozenset({'Club Soda'})
0.009167842031029619,frozenset({'Coconut Chia Bar'})
0.00846262341325811,frozenset({'Coconut Water'})
0.014104372355430184,frozenset({'Cola'})
0.007052186177715092,frozenset({'Cold Brew Coffee'})
0.009167842031029619,"frozenset({'Country Stand Juice, Medium Pulp'})"
0.011988716502115656,frozenset({'Cran-Apple Juice Drink'})
0.010578279266572637,frozenset({'Creamed Chipped Beef'})
0.014104372355430184,frozenset({'Creamy Almond Butter'})
0.009167842031029619,frozenset({'Creamy Peanut Butter'})
0.010578279266572637,frozenset({'Crinkle Cut French Fries'})
0.015514809590973202,frozenset({'Crunch Chocolate Peanut Butter Granola Bar'})
0.005641748942172073,frozenset({'Crunch Granola Bar Chocolate Chip'})
0.004936530324400564,frozenset({'Crunch White Chocolate Macadamia Nut Granola Bars'})
0.004936530324400564,frozenset({'Crunchy Coconut Granola Bars'})
0.004936530324400564,"frozenset({""Crunchy Oats N' Honey Granola Bars""})"
0.004936530324400564,frozenset({'Cucumber & Garlic  Tzatziki'})
0.013399153737658674,frozenset({'Cucumber Kirby'})
0.007052186177715092,frozenset({'Dairy Free Coconut Milk Blueberry Yogurt Alternative'})
0.007052186177715092,frozenset({'Dairy Free Coconut Milk Yogurt Alternative'})
0.02468265162200282,frozenset({'Dark & Mint Filled Chocolate Squares'})
0.009167842031029619,frozenset({'Dark & Sea Salt Caramel Chocolate Squares'})
0.021156558533145273,frozenset({'Dark Chocolate Minis'})
0.006346967559943582,frozenset({'Dark Chocolate Squares With Raspberry Filling'})
0.006346967559943582,frozenset({'Dark Red Kidney Beans No Salt Added'})
0.022566995768688293,frozenset({'Diced Tomatoes'})
0.006346967559943582,"frozenset({'Dressing, Jersey Sweet Onion, Calorie Free'})"
0.007052186177715092,frozenset({'Dried Mango'})
0.00846262341325811,frozenset({'Dried Mangos'})
0.01904090267983075,frozenset({'Dry Roasted Almonds'})
0.019746121297602257,frozenset({'Electrolyte Enhanced Water'})
0.01622002820874471,frozenset({'English Seedless Cucumber'})
0.007052186177715092,frozenset({'Enlightened Organic Raw Kombucha'})
0.006346967559943582,frozenset({'European Cucumber'})
0.007052186177715092,frozenset({'European Style Unsalted Butter'})
0.005641748942172073,frozenset({'Extra Sharp White Cheddar'})
0.009873060648801129,frozenset({'Extra Virgin Olive Oil'})
0.007757404795486601,frozenset({'Ezekiel 4:9 Bread Organic Sprouted Whole Grain'})
0.004936530324400564,frozenset({'Fancy Shredded Sharp Cheddar Cheese'})
0.005641748942172073,frozenset({'Fat Free Blueberry Yogurt'})
0.011988716502115656,frozenset({'Feta Cheese Crumbles'})
0.005641748942172073,"frozenset({'Flat Parsley, Bunch'})"
0.00846262341325811,frozenset({'Four Cheese Thin Crust Pizza'})
0.004936530324400564,frozenset({'French Vanilla Creamer'})
0.019746121297602257,frozenset({'Fresh Cauliflower'})
0.011988716502115656,frozenset({'Frozen Organic Wild Blueberries'})
0.009873060648801129,frozenset({'Garlic'})
0.005641748942172073,frozenset({'Glazed Lemon Pie'})
0.004936530324400564,frozenset({'Globe Eggplant'})
0.004936530324400564,frozenset({'Gluteen Free Center Cut Applewood Smoked Uncured Bacon'})
0.006346967559943582,frozenset({'Gluten Free & Dairy Free Thai Red Curry With Organic Jasmin Rice & Vegetables'})
0.010578279266572637,frozenset({'Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars'})
0.01692524682651622,frozenset({'Gluten Free Honey Almond Granola'})
0.007052186177715092,frozenset({'Gluten Free Mushroom Risotto Bowl'})
0.005641748942172073,frozenset({'Gluten Free Original Granola'})
0.007052186177715092,frozenset({'Gluten Free Quinoa Rotelle Pasta'})
0.011988716502115656,frozenset({'Gluten Free Sliced Mountain White Bread'})
0.007052186177715092,frozenset({'Gogo Squeez Organic Apple Strawberry Applesauce on the Go'})
0.006346967559943582,frozenset({'Gold Potato'})
0.007757404795486601,frozenset({'Gourmet Pizza Nut-Free Pesto Gluten Free'})
0.021156558533145273,frozenset({'Grade A Extra Large Eggs'})
0.014809590973201692,frozenset({'Granny Smith Apples'})
0.01622002820874471,frozenset({'Grape White/Green Seedless'})
0.009873060648801129,frozenset({'Grapefruit Sparkling Water'})
0.015514809590973202,frozenset({'Grated Parmesan'})
0.009167842031029619,frozenset({'Green Beans'})
0.009167842031029619,frozenset({'Green Bell Pepper'})
0.007052186177715092,frozenset({'Green Onions'})
0.004936530324400564,frozenset({'Ground Turkey Breast'})
0.004936530324400564,frozenset({'Guava Goddess Organic Kambucha'})
0.027503526093088856,frozenset({'Half & Half'})
0.014809590973201692,frozenset({'Hard Boiled Eggs'})
0.004936530324400564,frozenset({'Hass Avocado'})
0.014104372355430184,frozenset({'Hass Avocados'})
0.005641748942172073,frozenset({'Hazelnut Bite Size Wafer Cookies'})
0.011988716502115656,"frozenset({'Healthy Grains Granola Bar, Vanilla Blueberry'})"
0.004936530324400564,frozenset({'Heavy Whipping Cream'})
0.004936530324400564,frozenset({'Hemp Lavender Pure Castile Soap'})
0.009167842031029619,frozenset({'Hibiscus Organic Raw Kombucha'})
0.004936530324400564,frozenset({'Honey Almond Flax Chewy Granola Bars'})
0.007757404795486601,frozenset({'Honey Buns'})
0.01622002820874471,frozenset({'Honeycrisp Apple'})
0.007052186177715092,frozenset({'I Heart Baby Kale'})
0.004936530324400564,frozenset({'Imported Mineral Water'})
0.00846262341325811,frozenset({'Italian Extra Virgin Olive Oil'})
0.004936530324400564,frozenset({'Jaipur Karhi Organic Potato Dumplings in Spicy Buttermilk'})
0.00846262341325811,frozenset({'Jalapeno Pepper'})
0.00846262341325811,frozenset({'Kale Greens'})
0.007757404795486601,frozenset({'Kitchen Cheese Enchilada'})
0.006346967559943582,frozenset({'Kombucha  Bilberry No. 9'})
0.010578279266572637,frozenset({'Krinkle Cut Salt & Fresh Ground Pepper Potato Chips'})
0.009167842031029619,frozenset({'Lactose Free Fat Free Milk'})
0.005641748942172073,frozenset({'Large Alfresco Eggs'})
0.030324400564174896,frozenset({'Large Lemon'})
0.006346967559943582,frozenset({'Lemon Master Cleanse Fruit Juice Drink'})
0.011988716502115656,frozenset({'Lemon Sparkling Water'})
0.005641748942172073,frozenset({'Lemon Verbena Dish Soap'})
0.006346967559943582,frozenset({'Lettuce Medley'})
0.01763046544428773,frozenset({'Light Oaked Chardonnay'})
0.007757404795486601,frozenset({'Light and Lean Quinoa Black Beans with Butternut Squash and Chard'})
0.004936530324400564,frozenset({'Lime'})
0.011283497884344146,frozenset({'Lime Sparkling Water'})
0.03173483779971791,frozenset({'Limes'})
0.009873060648801129,frozenset({'Low Fat Plain Yogurt'})
0.009873060648801129,frozenset({'Macaroni & Cheese'})
0.004936530324400564,frozenset({'Mango Chunks'})
0.01622002820874471,frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars'})
0.00846262341325811,frozenset({'Medium Navel Orange'})
0.00846262341325811,frozenset({'Mexican Coffee'})
0.010578279266572637,frozenset({'Michigan Organic Kale'})
0.012693935119887164,"frozenset({'Milk, Organic, Vitamin D'})"
0.011283497884344146,"frozenset({'Milk, Vitamin D'})"
0.011988716502115656,frozenset({'Mini Original Babybel Cheese'})
0.006346967559943582,frozenset({'Mint'})
0.004936530324400564,frozenset({'Mint Chip Ice Cream'})
0.005641748942172073,frozenset({'Mixed Vegetables'})
0.004936530324400564,frozenset({'Mozzarella String Cheese'})
0.03737658674188998,frozenset({'Natural Artesian Bottled Water'})
0.015514809590973202,frozenset({'Natural Artesian Water'})
0.01622002820874471,frozenset({'Natural Artisan Water'})
0.004936530324400564,frozenset({'Natural Chicken & Sage Breakfast Sausage'})
0.023977433004231313,frozenset({'Natural Lime Flavor Sparkling Mineral Water'})
0.00846262341325811,frozenset({'Natural Mint Gum'})
0.004936530324400564,frozenset({'Naturally Hickory Smoked Thick Cut Bacon'})
0.004936530324400564,frozenset({'New Orleans Iced Coffee'})
0.004936530324400564,frozenset({'No Calorie Sweetener Packets'})
0.010578279266572637,frozenset({'No Salt Added Black Beans'})
0.011988716502115656,frozenset({'Oatmeal Crème Pies'})
0.011283497884344146,frozenset({'Oatmeal Square Banana Dark Chocolate'})
0.007757404795486601,frozenset({'Oats & Honey Gluten Free Granola'})
0.004936530324400564,frozenset({'Oral Electrolyte Solution Mixed Fruit'})
0.005641748942172073,frozenset({'Orange Bell Pepper'})
0.004936530324400564,frozenset({'Orange Soda'})
0.014809590973201692,frozenset({'Orange Sparkling Water'})
0.009167842031029619,frozenset({'Organic & Raw Strawberry Serenity Kombucha'})
0.005641748942172073,frozenset({'Organic Air Chilled Whole Chicken'})
0.004936530324400564,frozenset({'Organic Apple Slices'})
0.03526093088857546,frozenset({'Organic Avocado'})
0.01692524682651622,frozenset({'Organic Baby Arugula'})
0.006346967559943582,frozenset({'Organic Baby Broccoli'})
0.009167842031029619,frozenset({'Organic Baby Carrots'})
0.005641748942172073,frozenset({'Organic Baby Rainbow Carrots'})
0.06629055007052186,frozenset({'Organic Baby Spinach'})
0.00846262341325811,frozenset({'Organic Baby Spinach Salad'})
0.011988716502115656,frozenset({'Organic Bagged Carrots'})
0.006346967559943582,frozenset({'Organic Basil'})
0.009873060648801129,"frozenset({""Organic Bernie's Farm Fruit Snacks strawberry, raspberry, & orange""})"
0.011988716502115656,frozenset({'Organic Black Beans'})
0.01692524682651622,frozenset({'Organic Blackberries'})
0.028913963328631876,frozenset({'Organic Blueberries'})
0.007052186177715092,frozenset({'Organic Bosc Pear'})
0.005641748942172073,frozenset({'Organic Bread with 21 Whole Grains'})
0.011988716502115656,frozenset({'Organic Broccoli'})
0.004936530324400564,frozenset({'Organic Broccoli Florets'})
0.00846262341325811,frozenset({'Organic Brown Rice Crisps Cereal'})
0.004936530324400564,frozenset({'Organic Bunch Beets'})
0.009167842031029619,frozenset({'Organic Bunny Fruit Tropical Treat Fruit Snacks'})
0.005641748942172073,frozenset({'Organic Butternut Squash'})
0.007052186177715092,frozenset({'Organic Cannellini Beans'})
0.012693935119887164,frozenset({'Organic Carrot Bunch'})
0.005641748942172073,frozenset({'Organic Cauliflower'})
0.005641748942172073,frozenset({'Organic Chicken & Apple Sausage'})
0.004936530324400564,frozenset({'Organic Chicken Bone Broth'})
0.007757404795486601,frozenset({'Organic Chunky Vegetable Soup'})
0.011988716502115656,frozenset({'Organic Cilantro'})
0.007052186177715092,frozenset({'Organic Coconut Milk'})
0.005641748942172073,frozenset({'Organic Cottage Cheese Blueberry Acai Chia'})
0.010578279266572637,frozenset({'Organic Creamy Peanut Butter'})
0.005641748942172073,frozenset({'Organic Cripps Pink Apples'})
0.021861777150916785,frozenset({'Organic Cucumber'})
0.011988716502115656,"frozenset({""Organic D'Anjou Pears""})"
0.004936530324400564,frozenset({'Organic Dark Chocolate Peanut Butter Cups'})
0.006346967559943582,frozenset({'Organic Dark Sweet Cherries'})
0.006346967559943582,frozenset({'Organic Dried Granny Apple Chips'})
0.014809590973201692,frozenset({'Organic Extra Firm Tofu'})
0.005641748942172073,frozenset({'Organic Extra Large Brown Eggs'})
0.00846262341325811,frozenset({'Organic Extra Large Grade AA Brown Eggs'})
0.006346967559943582,frozenset({'Organic Frosted Flakes Cereal'})
0.01692524682651622,frozenset({'Organic Fuji Apple'})
0.01622002820874471,frozenset({'Organic Gala Apples'})
0.014104372355430184,frozenset({'Organic Garbanzo Beans'})
0.04866008462623413,frozenset({'Organic Garlic'})
0.007757404795486601,frozenset({'Organic Garnet Sweet Potato (Yam)'})
0.014104372355430184,frozenset({'Organic Ginger Root'})
0.014104372355430184,frozenset({'Organic Graham Crunch Cereal'})
0.010578279266572637,frozenset({'Organic Granny Smith Apple'})
0.01622002820874471,frozenset({'Organic Grape Tomatoes'})
0.005641748942172073,frozenset({'Organic Green Lentils'})
0.004936530324400564,frozenset({'Organic Green Seedless Grapes'})
0.0232722143864598,frozenset({'Organic Half & Half'})
0.05923836389280677,frozenset({'Organic Hass Avocado'})
0.013399153737658674,frozenset({'Organic Heavy Whipping Cream'})
0.031029619181946404,frozenset({'Organic Heritage Flakes Cereal'})
0.006346967559943582,frozenset({'Organic Honey Sweet Whole Wheat Bread'})
0.004936530324400564,frozenset({'Organic Iceberg Lettuce'})
0.023977433004231313,frozenset({'Organic Italian Parsley Bunch'})
0.009167842031029619,frozenset({'Organic Jalapeno Pepper'})
0.005641748942172073,frozenset({'Organic Jasmine Rice'})
0.007052186177715092,frozenset({'Organic Kiwi'})
0.009873060648801129,frozenset({'Organic Lacinato (Dinosaur) Kale'})
0.011988716502115656,frozenset({'Organic Large Brown Grade AA Cage Free Eggs'})
0.011988716502115656,frozenset({'Organic Large Extra Fancy Fuji Apple'})
0.006346967559943582,frozenset({'Organic Large Grade A Brown Eggs'})
0.007757404795486601,frozenset({'Organic Large Grade AA Brown Eggs'})
0.02538787023977433,frozenset({'Organic Leek'})
0.019746121297602257,frozenset({'Organic Lemon'})
0.004936530324400564,frozenset({'Organic Low Sodium Chicken Broth'})
0.009167842031029619,frozenset({'Organic Lowfat 1% Milk'})
0.005641748942172073,frozenset({'Organic Macaroni Shells & Real Aged Cheddar'})
0.007052186177715092,frozenset({'Organic Medjool Dates'})
0.021861777150916785,frozenset({'Organic Milk'})
0.006346967559943582,frozenset({'Organic Mint'})
0.004936530324400564,frozenset({'Organic Old Fashioned Rolled Oats'})
0.009873060648801129,frozenset({'Organic Peeled Whole Baby Carrots'})
0.020451339915373765,frozenset({'Organic Pink Lemonade Bunny Fruit Snacks'})
0.009873060648801129,frozenset({'Organic Pinto Beans'})
0.00846262341325811,frozenset({'Organic Plain Whole Milk Yogurt'})
0.004936530324400564,frozenset({'Organic Popcorn'})
0.014809590973201692,frozenset({'Organic Raspberries'})
0.007052186177715092,frozenset({'Organic Raw Kombucha Gingerade'})
0.004936530324400564,frozenset({'Organic Red Cabbage'})
0.006346967559943582,frozenset({'Organic Red Delicious Apple'})
0.004936530324400564,frozenset({'Organic Red Grapes'})
0.004936530324400564,frozenset({'Organic Red On the Vine Tomato'})
0.02679830747531735,frozenset({'Organic Red Onion'})
0.004936530324400564,"frozenset({'Organic Red Radish, Bunch'})"
0.006346967559943582,frozenset({'Organic Reduced Fat 2% Milk'})
0.015514809590973202,frozenset({'Organic Reduced Fat Milk'})
0.004936530324400564,frozenset({'Organic Refined Coconut Oil'})
0.006346967559943582,frozenset({'Organic Roasted Sliced Chicken Breast'})
0.009873060648801129,frozenset({'Organic Roasted Turkey Breast'})
0.01622002820874471,frozenset({'Organic Roma Tomato'})
0.00846262341325811,frozenset({'Organic Romaine Lettuce'})
0.018335684062059238,frozenset({'Organic Russet Potato'})
0.006346967559943582,frozenset({'Organic Salted Butter'})
0.007052186177715092,frozenset({'Organic Seasoned Yukon Select Potatoes Hashed Browns'})
0.006346967559943582,frozenset({'Organic Shells And White Cheddar'})
0.005641748942172073,frozenset({'Organic Shredded Carrots'})
0.004936530324400564,frozenset({'Organic Shredded Mozzarella'})
0.010578279266572637,frozenset({'Organic Sliced Peaches'})
0.014104372355430184,frozenset({'Organic Small Bunch Celery'})
0.005641748942172073,frozenset({'Organic Spring Mix Salad'})
0.006346967559943582,frozenset({'Organic Sticks Low Moisture Part Skim Mozzarella String Cheese'})
0.05500705218617771,frozenset({'Organic Strawberries'})
0.005641748942172073,frozenset({'Organic Strawberry Chia Lowfat 2% Cottage Cheese'})
0.005641748942172073,frozenset({'Organic String Cheese'})
0.014809590973201692,frozenset({'Organic Summer Strawberry Bunny Fruit Snacks'})
0.004936530324400564,frozenset({'Organic Sunday Bacon'})
0.004936530324400564,frozenset({'Organic Tahini'})
0.011988716502115656,frozenset({'Organic Thompson Seedless Raisins'})
0.02538787023977433,frozenset({'Organic Tomato Cluster'})
0.006346967559943582,frozenset({'Organic Tomato Paste'})
0.004936530324400564,frozenset({'Organic Unsalted Butter'})
0.022566995768688293,frozenset({'Organic Unsweetened Almond Milk'})
0.004936530324400564,frozenset({'Organic Vegetable Broth'})
0.009167842031029619,frozenset({'Organic Vegetarian Mild Refried Beans With Green Chiles'})
0.005641748942172073,frozenset({'Organic Whole Cashews'})
0.010578279266572637,frozenset({'Organic Whole Milk'})
0.009167842031029619,frozenset({'Organic Whole Strawberries'})
0.014809590973201692,frozenset({'Organic Whole String Cheese'})
0.004936530324400564,frozenset({'Organic Yams'})
0.03385049365303244,frozenset({'Organic Yellow Onion'})
0.004936530324400564,frozenset({'Organic Yellow Squash'})
0.04372355430183357,frozenset({'Organic Zucchini'})
0.005641748942172073,frozenset({'Original 0 Calorie Sweetener Packets 115 Count'})
0.014809590973201692,frozenset({'Original Beef Jerky'})
0.007052186177715092,frozenset({'Original Fresh Stack Crackers'})
0.01904090267983075,frozenset({'Original Hummus'})
0.006346967559943582,frozenset({'Original No Pulp 100% Florida Orange Juice'})
0.004936530324400564,frozenset({'Original Pure Creamy Almond Milk'})
0.006346967559943582,frozenset({'Original Whole Fat Lactose Free Milk'})
0.004936530324400564,frozenset({'Panda Puffs Peanut Butter Cereal'})
0.007052186177715092,frozenset({'Parsley'})
0.007052186177715092,"frozenset({'Parsley, Italian (Flat), New England Grown'})"
0.006346967559943582,frozenset({'Passionberry Bliss Kombucha Drink'})
0.009873060648801129,frozenset({'Peach Pear Flavored Sparkling Water'})
0.01692524682651622,frozenset({'Peach-Pear Sparkling Water'})
0.007757404795486601,frozenset({'Penne Rigate'})
0.00846262341325811,frozenset({'Pesto Tortellini  Bowls'})
0.013399153737658674,frozenset({'Petit Suisse Fruit'})
0.005641748942172073,frozenset({'Pineapple Chunks'})
0.006346967559943582,frozenset({'Pistachios'})
0.007052186177715092,frozenset({'Pita Chips Simply Naked'})
0.004936530324400564,frozenset({'Plain Pre-Sliced Bagels'})
0.006346967559943582,frozenset({'Popped Dark Chocolate with Sea Salt Granola Bar'})
0.006346967559943582,frozenset({'Premium Indian Tonic Water'})
0.006346967559943582,frozenset({'Premium Pure Cane Granulated Sugar'})
0.00846262341325811,frozenset({'Pretzel Crisps Original Deli Style Pretzel Crackers'})
0.02468265162200282,frozenset({'Pure Coconut Water'})
0.005641748942172073,frozenset({'Pure Irish Butter'})
0.004936530324400564,frozenset({'Pure Life Purified Water'})
0.020451339915373765,frozenset({'Pure Sparkling Water'})
0.015514809590973202,frozenset({'Raspberries'})
0.005641748942172073,frozenset({'Raspberry Cereal'})
0.006346967559943582,frozenset({'Raspberry Yoghurt'})
0.014809590973201692,frozenset({'Red Onion'})
0.005641748942172073,frozenset({'Red Potatoes'})
0.019746121297602257,frozenset({'Red Raspberries'})
0.006346967559943582,frozenset({'Red Vine Tomato'})
0.02468265162200282,frozenset({'Reduced Fat Milk'})
0.004936530324400564,frozenset({'Roasted & Salted Almonds'})
0.011988716502115656,frozenset({'Roma Tomato'})
0.011988716502115656,frozenset({'Russet Potato'})
0.014809590973201692,frozenset({'Salted Butter'})
0.009167842031029619,frozenset({'Sea Salt & Vinegar Potato Chips'})
0.004936530324400564,frozenset({'Sea Salt Caramel Gelato'})
0.015514809590973202,frozenset({'Sea Salt Potato Chips'})
0.006346967559943582,frozenset({'Sea Salt Soiree Intense Dark Chocolate Squares'})
0.023977433004231313,frozenset({'Seedless Red Grapes'})
0.006346967559943582,frozenset({'Semi-Sweet Mini Chocolate Chips'})
0.007052186177715092,frozenset({'Shallot'})
0.007757404795486601,frozenset({'Sharp Cheddar Cheese'})
0.007757404795486601,frozenset({'Shelled Pistachios'})
0.006346967559943582,frozenset({'Shredded Mild Cheddar Cheese'})
0.005641748942172073,frozenset({'Shredded Mozzarella'})
0.006346967559943582,frozenset({'Shredded Parmesan'})
0.005641748942172073,frozenset({'Shredded Sharp Cheddar Cheese'})
0.004936530324400564,frozenset({'Sliced Baby Bella Mushrooms'})
0.004936530324400564,frozenset({'Sliced Sourdough Bread'})
0.005641748942172073,frozenset({'Sliced Wheat Bread'})
0.014104372355430184,frozenset({'Small Hass Avocado'})
0.014104372355430184,frozenset({'Smartwater'})
0.005641748942172073,frozenset({'Smokehouse Almonds'})
0.05218617771509168,frozenset({'Soda'})
0.004936530324400564,frozenset({'Soft Potato Bread'})
0.006346967559943582,frozenset({'Sour Cream'})
0.00846262341325811,frozenset({'Sourdough Bread'})
0.007052186177715092,frozenset({'Spaghetti'})
0.007052186177715092,frozenset({'Sparkling Blackberry Juice'})
0.007757404795486601,frozenset({'Sparkling Clementine Juice'})
0.005641748942172073,frozenset({'Sparkling Grapefruit'})
0.00846262341325811,frozenset({'Sparkling Lemon Water'})
0.004936530324400564,frozenset({'Sparkling Mineral Water'})
0.005641748942172073,frozenset({'Sparkling Natural Mineral Water'})
0.004936530324400564,frozenset({'Sparkling Water'})
0.021861777150916785,frozenset({'Sparkling Water Grapefruit'})
0.013399153737658674,"frozenset({'Sparkling Water, Natural Mango Essenced'})"
0.005641748942172073,frozenset({'Spinach'})
0.007757404795486601,frozenset({'Sprouted Multi-Grain Bread'})
0.005641748942172073,frozenset({'Squares Milk & Caramel Chocolate'})
0.03173483779971791,frozenset({'Strawberries'})
0.01622002820874471,frozenset({'Strawberry Preserves'})
0.007052186177715092,frozenset({'Super Greens Salad'})
0.005641748942172073,"frozenset({'Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale'})"
0.004936530324400564,frozenset({'Supergreens!'})
0.004936530324400564,frozenset({'Sweet & Salty Nut Almond Granola Bars'})
0.012693935119887164,frozenset({'Sweet Onion'})
0.007757404795486601,frozenset({'Synergy Organic & Raw Cosmic Cranberry'})
0.009167842031029619,frozenset({'Synergy Organic Kombucha Gingerberry'})
0.005641748942172073,frozenset({'Telera Rolls'})
0.007052186177715092,frozenset({'Teriyaki Turkey Jerky'})
0.004936530324400564,frozenset({'Tilapia Filet'})
0.00846262341325811,frozenset({'Toasted Coconut Chips Original Recipe'})
0.006346967559943582,frozenset({'Tofu Miso Ramen'})
0.005641748942172073,frozenset({'Tomato Paste'})
0.006346967559943582,frozenset({'Tomato Yellow Cherry'})
0.006346967559943582,frozenset({'Total 0% Greek Yogurt'})
0.012693935119887164,frozenset({'Total 0% Nonfat Greek Yogurt'})
0.005641748942172073,frozenset({'Total 0% Nonfat Plain Greek Yogurt'})
0.011988716502115656,frozenset({'Total 0% Raspberry Yogurt'})
0.015514809590973202,frozenset({'Total 2% All Natural Greek Strained Yogurt with Honey'})
0.009873060648801129,frozenset({'Total 2% Greek Strained Yogurt with Cherry 5.3 oz'})
0.014104372355430184,frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'})
0.015514809590973202,frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach'})
0.030324400564174896,frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt'})
0.004936530324400564,frozenset({'Total with Strawberry Yogurt'})
0.012693935119887164,frozenset({'Trail Mix'})
0.004936530324400564,frozenset({'Trail Mix Fruit & Nut Chewy Granola Bars'})
0.00846262341325811,frozenset({'Trilogy Kombucha Drink'})
0.012693935119887164,frozenset({'Twilight Delight 72% Cacao Intense Dark Squares'})
0.005641748942172073,frozenset({'Unbleached All-Purpose Flour'})
0.007757404795486601,frozenset({'Uncured Genoa Salami'})
0.019746121297602257,frozenset({'Uncured Hickory Smoked Sunday Bacon'})
0.007757404795486601,frozenset({'Uncured Slow Cooked Ham'})
0.012693935119887164,frozenset({'Unsalted Butter'})
0.007757404795486601,frozenset({'Unsalted Sweet Butter'})
0.018335684062059238,frozenset({'Unsweetened Almondmilk'})
0.007052186177715092,frozenset({'Unsweetened Coconut Milk Beverage'})
0.019746121297602257,frozenset({'Unsweetened Original Almond Breeze Almond Milk'})
0.015514809590973202,frozenset({'Unsweetened Premium Iced Tea'})
0.005641748942172073,frozenset({'Unsweetened Vanilla Almond Milk'})
0.005641748942172073,frozenset({'Vanilla Almond Breeze'})
0.009873060648801129,frozenset({'Vanilla Coffee Concentrate'})
0.007757404795486601,frozenset({'Vanilla Skyr Nonfat Yogurt'})
0.007757404795486601,frozenset({'Vanilla Unsweetened Almond Milk'})
0.004936530324400564,frozenset({'Wheat Gluten Free Waffles'})
0.01692524682651622,frozenset({'Whipped Cream Cheese'})
0.013399153737658674,frozenset({'Whole Milk'})
0.005641748942172073,frozenset({'Whole Milk Ricotta Cheese'})
